,year,sents
23855,2019-20,More than 3.75 lakh crore is blocked in litigations in service tax and excise.
23856,2019-20,There is a need to unload this baggage and allow business to move on.
23857,2019-20,"I, therefore, propose, a Legacy Dispute Resolution Scheme that will allow quick closure of these litigations."
23858,2019-20,I would urge the trade and business to avail this opportunity and be free from legacy litigations.
23859,2019-20,The details of my tax proposals are given in the Annexure.
23860,2019-20,"Mr. Speaker Sir, with these words I commend the Budget to this august House."
23861,2020-21,I rise to present the Budget for the year 20202021.
23862,2020-21,"Introduction In May 2019, Prime Minister Modi received a massive mandate to form the government again."
23863,2020-21,"With renewed vigour, under his leadership, we commit ourselves to serve the people of India, with all humility and dedication."
23864,2020-21,This is the Budget to boost their incomes and enhance their purchasing power.
23865,2020-21,Only through higher growth we can achieve that and have our youth gainfully and meaningfully employed.
23866,2020-21,"Let our businesses be innovative, healthy and solvent with use of technology."
23867,2020-21,"For today’s youth born at the turn of the century, for every member of Scheduled Castes and Scheduled Tribes who seeks a better life, for every woman wishing to stand up and get counted, for every individual from the minority sections of our society – this Budget aims to have your aspirations and hopes addressed."
23868,2020-21,We wish to open up vistas for a vibrant and dynamic economy with a gentle breeze of new technology.
23869,2020-21,"This vibrant India shall be a caring society which shall attend to its weak, the old and the vulnerable among its citizens."
23870,2020-21,"During 201419, our government brought in a paradigm shift in governance."
23871,2020-21,This shift was characterised by a twin focus: fundamental structural reform and inclusive growth.
23872,2020-21,Inflation has been well contained.
23873,2020-21,Banks saw a thorough cleaning up of accumulated loans of the past decade and then they were recapitalized.
23874,2020-21,Companies were provided an exit through the IBC.
23875,2020-21,Several steps on the formalisation of the economy were taken up.
23876,2020-21,"Of the structural reforms, the Goods and Services Tax GST has been the most historic in our country."
23877,2020-21,Its chief architect is not with us today.
23878,2020-21,I pay homage to the visionary leader late Shri Arun Jaitley ji.
23879,2020-21,"At the time of roll out of GST, he had said and I quote: “It will be an India where the Centre and States will work harmoniously towards the common goal of shared prosperity."
23880,2020-21,The unanimity of the Constitutional amendment and the consensus of the GST Council highlights that India can rise above narrow politics for the nation’s interest.
23881,2020-21,"With the GST, neither the state nor the Centre loses its sovereignty."
23882,2020-21,"In contrast, they will pool their sovereignty on decisions on indirect taxes.”"
23883,2020-21,"True to this vision for the historic structural reform, the Goods and Services Tax has been gradually maturing into a tax that has integrated the country economically."
23884,2020-21,It has consolidated numerous taxes and cesses to one tax and facilitated formalization of economy.
23885,2020-21,It has resulted in the efficiency gains in logistic and transport sectors.
23886,2020-21,The turnaround time for trucks has witnessed a substantial reduction to the tune of 20% due to abolition of check posts in GST.
23887,2020-21,The dreaded InspectorRaj has also vanished.
23888,2020-21,It has also led to significant benefits to MSME by way of enhanced threshold and composition limits.
23889,2020-21,The effective tax incidence on almost every commodity came down substantially.
23890,2020-21,"Through several rate reductions, an annual benefit of ` one lakh crore has been extended to consumers."
23891,2020-21,It amounts to 10% reduction in overall tax incidence.
23892,2020-21,An average household now saves about 4% on its monthly spends on account of reduced GST rates.
23893,2020-21,"During this phase of maturing, GST did face certain challenges."
23894,2020-21,This was natural as transition was daunting.
23895,2020-21,GST Council has been proactive in resolving issues during transition.
23896,2020-21,"In the last two years we have added more than 60 lakh new taxpayers, a total of about 40 crore returns were 3 filed, 800 crore invoices were uploaded, and 105 crore eway bills were generated."
23897,2020-21,There has been extensive engagement with stakeholders.
23898,2020-21,"A simplified new return system is being introduced from April 1, 2020."
23899,2020-21,A former Prime Minister had once voiced a concern that the fruits of the welfare schemes were not reaching the intended citizens – the common and deserving citizen was only receiving 15 paisa of every rupee sent for him.
23900,2020-21,"Guided by “Sabka Saath, Sabka Vikas, Sabka Vishwas”, our government and our Prime Minister added manifold speed and scaled up the implementation of schemes and programmes that directly benefitted the poor and the disadvantaged."
23901,2020-21,"I wish to list out only a few as examples: a welfare schemes with Direct Benefit Transfer DBT embedded in them; b sanitation and water as provision of basic needs and as a measure of preventive healthcare; c healthcare, through Ayushman Bharat; d clean energy through Ujjwala and solar power; e financial inclusion, credit support, insurance protection to vulnerable sections and pension scheme; f digital penetration with broadband and UPI; g Affordable Housing for all through PMAY."
23902,2020-21,"The milestones achieved are unprecedented, globally recognised and benchmarked against international indices."
23903,2020-21,"This strategy, changed the established order of a few individuals cornering most of the benefits and was appreciated by the people."
23904,2020-21,This had immensely positive outcomes.
23905,2020-21,We have moved on from a growth rate of just over 4% in 1950s to 6% in 1980s and1990s.
23906,2020-21,"However, during 201419 we clocked growth of 7.4% on average with inflation, averaging around 4.5%."
23907,2020-21,It is worthwhile to note that inflation was close to 9% in the last two decades of the last millennium and ranged 10.5% during 200914.
23908,2020-21,"Between 200616, India was able to raise 271 million people out of poverty, which we all should be proud of."
23909,2020-21,We are now the fifth largest economy of the world.
23910,2020-21,India’s foreign direct investment got elevated to the level of US$ 284 billion during 2014 19 from US$ 190 billioin that came in during the years 200914.
23911,2020-21,"The Central Government debt that has been the bane of our economy got reduced, in March 2019, to 48.7% of GDP from a level of 52.2%in March 2014."
23912,2020-21,"With this backdrop, our government shall work towards taking the country forward so that we can leapfrog to the next level of health, prosperity and wellbeing."
23913,2020-21,We shall strive to bring Ease of living for every citizen.
23914,2020-21,"I am mindful of presenting this budget in the backdrop of two cross cutting developments: a b Proliferation of technologies, specially analytics, machine learning, robotics, bioinformatics and Artificial Intelligence; and The number of people in the productive age group i.e. 1565 years in India, being at its highest."
23915,2020-21,"This budget is woven around three prominent themes:One: Aspirational India in which all sections of the society seek better standards of living, with access to health, education and better jobs."
23916,2020-21,"Two: Economic development for all, indicated in the Prime Minister’s exhortation of “Sabka Saath , Sabka Vikas , Sabka Vishwas”."
23917,2020-21,This would entail reforms across swathes of the economy.
23918,2020-21,"Simultaneously, it would mean yielding more space for the private sector."
23919,2020-21,"Together, they would ensure higher productivity and greater efficiency."
23920,2020-21,AND Three: Ours shall be a Caring Society that is both humane and compassionate.
23921,2020-21,Antyodaya is an article of faith.
23922,2020-21,The digital revolution which has placed India in a unique leadership position globally will see the next wave.
23923,2020-21,We shall aim:  To achieve seamless delivery of services through Digital governance 
23924,2020-21,To improve physical quality of life through National Infrastructure Pipeline  Risk mitigation through Disaster Resilience 
23925,2020-21,Social security through Pension and Insurance penetration.
23926,2020-21,Each one of these initiatives and their components would be bench marked to international standards and the indices would be announced soon.
23927,2020-21,This combination is special to contemporary India.
23928,2020-21,"Across the world, if there is a shrinking of globalisation, equally, there is a debate on the efficacy of monetary policy too."
23929,2020-21,"The efforts we have made in the last five years and the energy, enthusiasm and the innovation of our youth are the ignition required to push forward."
23930,2020-21,The Indian spirit of entrepreneurship which weathered several storms over the centuries inspire and motivate us.
23931,2020-21,We recognise the need to support and further energise this spirit.
23932,2020-21,"To Summarize my introductory remarks, this Budget Speaker Sir, is dedicated to provide “Ease of Living” to all citizens."
23933,2020-21,"As mentioned, a little earlier, the details under the three broad themes – Aspirational India, Economic Development and Caring India are the flowers in the bouquet that is Ease of Living."
23934,2020-21,"Holding this bouquet together are two hands – one, Corruption free, policydriven good governance and two, clean and sound financial sector."
23935,2020-21,The three themes described earlier form the basis of my subsequent presentation.
23936,2020-21,"They are the flowers of the bouquet that underline the overall concept of “Ease of Living” and need to uplift Governance, as pronounced by our Prime Minister Shri Narendra Modi."
23937,2020-21,The chapter on Finances and subsequent Part B on Taxes provide the necessary underpinning to the Budget that lays the guide map for next year and beyond.
23938,2020-21,"Before, I move to elaborate on each of the three themes, I wish to recite a small verse in Kashmiri: Saun Watan Gulzar Shalamaar Hyur Dal Manz Pholvun Pamposh Hyuv Navjavananhund, Vushun Khumaar Hyuv Myon Watan, Chyon WatanSaun Watan, Nundbony Watan Everything that we do, all of us do, is for this beautiful country Poem by Pandit Dinanath Koul  Aspirational India 6 21."
23939,2020-21,"I shall cover programmes and plans related to: 1 Agriculture Irrigation and Rural development 2 Wellness, Water and Sanitation and 3 Education and Skills Agriculture, Irrigation and Rural Development 22."
23940,2020-21,Our government is committed to the goal of doubling farmers’ incomes by 2022.
23941,2020-21,We have provided energy sovereignty through KUSUM and input sovereignty through Paramparagat Krishi Vikas Yojana.
23942,2020-21,We have provided resilience for 6.11 crores farmers insured under PM Fasal Bima Yojana.
23943,2020-21,"Focus on cultivation of pulses, expansion of microirrigation through Krishi Sinchai Yojana, have raised the selfreliance of the country."
23944,2020-21,"Provision of any annual supplement of the income to the farmer, directly is done through PMKISAN."
23945,2020-21,"Connectivity through PMGSY, financial inclusion have helped raise farm incomes."
23946,2020-21,Prosperity to farmers can be ensured by making farming competitive.
23947,2020-21,"For this, farm markets need to be liberalised."
23948,2020-21,Distortions in farm and livestock markets need to be removed.
23949,2020-21,"Purchase of farm produce, logistics and agriservices need copious investments."
23950,2020-21,"Substantial support and handholding of farmbased activities such as livestock, apiary, and fisheries need to be provided for."
23951,2020-21,"Farmers desire integrated solutions covering storage, financing, processing and marketing."
23952,2020-21,Adopting sustainable cropping patterns and bringing in more technology are integral to our plan.
23953,2020-21,All this and more can be achieved through working with and in cooperation with the States.
23954,2020-21,The following 16 action points indicate our focus: 23 1.
23955,2020-21,"We propose to encourage those State governments who undertake implementation of following model laws already issued by the Central government: a Model Agricultural Land Leasing Act, 2016 b Model Agricultural Produce and Livestock Marketing Promotion and Facilitation Act, 2017;, and  7 c Model Agricultural Produce and Livestock Contract Farming and Services Promotion and Facilitation Act, 2018 23 2."
23956,2020-21,Water stress related issues are now a serious concern across the country.
23957,2020-21,Our government is proposing comprehensive measures for one hundred water stressed districts.
23958,2020-21,"In the Budget speech of July 2019, I had stated that “annadata” can be “urjadata” too."
23959,2020-21,The PMKUSUM scheme removed farmers’ dependence on diesel and kerosene and linked pump sets to solar energy.
23960,2020-21,"Now, I propose to expand the scheme to provide 20 lakh farmers for setting up standalone solar pumps; further we shall also help another 15 lakh farmers solarise their gridconnected pump sets."
23961,2020-21,"In addition, a scheme to enable farmers to set up solar power generation capacity on their fallow/barren lands and to sell it to the grid would be operationalized."
23962,2020-21,Our government shall encourage balanced use of all kinds of fertilizers including the traditional organic and other innovative fertilizers.
23963,2020-21,"This is a necessary step to change the prevailing incentive regime, which encourages excessive use of chemical fertilisers."
23964,2020-21,The meaning of this saying is that one must “first tend to till one's land and then eat”.
23965,2020-21,One must eat only after work.
23966,2020-21,"India has an estimated capacity of 162 million MT of agri warehousing, cold storage, reefer van facilities etc."
23967,2020-21,NABARD will undertake an exercise to map and geotag them.
23968,2020-21,"In addition, we propose creating warehousing, in line with Warehouse Development and Regulatory Authority WDRA norms."
23969,2020-21,Our government will provide Viability Gap Funding for setting up such efficient warehouses at the block/taluk level.
23970,2020-21,"This can be achieved, where States can facilitate with land and are on a PPP mode."
23971,2020-21,Food Corporation of India FCI and Central Warehousing Corporation CWC shall undertake such warehouse building on their land too.
23972,2020-21,"As a backward linkage, a Village Storage scheme is proposed to be run by the SHGs."
23973,2020-21,This will provide farmers a good holding capacity and reduce their logistics cost.
23974,2020-21,"Women, SHGs shall regain their position as “Dhaanya Lakshmi”."
23975,2020-21,"To build a seamless national cold supply chain for perishables, inclusive of milk, meat and fish, the Indian Railways will set up a “Kisan Rail” – through PPP arrangements."
23976,2020-21,There shall be refrigerated coaches in Express and Freight trains as well.
23977,2020-21,Krishi Udaan will be launched by the Ministry of Civil Aviation on international and national routes.
23978,2020-21,This will immensely help improve value realisation especially in NorthEast and tribal districts.
23979,2020-21,Horticulture sector with its current produce of 311million MT exceeds production of food grains.
23980,2020-21,"For better marketing and export, we propose supporting States which, adopting a cluster basis, will focus on “one product one district”."
23981,2020-21,Integrated farming systems in rainfed areas shall be expanded.
23982,2020-21,"Multitier cropping, beekeeping, solar pumps, solar energy production in noncropping season will be added."
23983,2020-21,ZeroBudget Natural Farming mentioned in July 2019 budget shall also be included.
23984,2020-21,The portal on “jaivik kheti” – online national organic products market will also be strengthened.
23985,2020-21,Financing on Negotiable Warehousing Receipts eNWR has crossed more than`6000 crore.
23986,2020-21,This will be integrated with eNAM.
23987,2020-21,NonBanking Finance Companies NBFCsand cooperatives are active in the agriculture credit space.
23988,2020-21,The NABARD refinance scheme will be further expanded.
23989,2020-21,Agriculture credit target for the year 202021 has been set at ` 15 lakh crore.
23990,2020-21,All eligible beneficiaries of PMKISAN will be covered under the KCC scheme.
23991,2020-21,"Our government intends to eliminate Foot and Mouth disease, brucellosis in cattle and also peste des petits ruminants PPR in sheep and goat by 2025."
23992,2020-21,Coverage of artificial insemination shall be increased from the present 30% to 70%.
23993,2020-21,MNREGS would be dovetailed to develop fodder farms.
23994,2020-21,"Further, we shall facilitate doubling of milk processing capacity from 53.5 million MT to 108 million MT by 2025."
23995,2020-21,"Blue Economy: Our government proposes to put in place a framework for development, management and conservation of marine fishery resources."
23996,2020-21,Youth in coastal areas benefit through fish processing and marketing.
23997,2020-21,"By 202223, I propose raising fish production to 200 lakh tonnes."
23998,2020-21,"Growing of algae, seaweed and cage Culture will also be promoted."
23999,2020-21,Our government will involve youth in fishery extension through 3477 Sagar Mitras and 500 Fish Farmer Producer Organisations.
24000,2020-21,We hope to raise fishery exports to ` 1 lakh crore by 202425.
24001,2020-21,"Under Deen Dayal Antyodaya Yojana for alleviation of poverty, 58 lakh SHGs have been mobilised."
24002,2020-21,We shall further expand on SHGs.
24003,2020-21,"Now, for the fund allocation for the 16 different steps mentioned above, they are being stated under two different categories: For the sector comprising of Agriculture and allied activities, Irrigation and Rural Development an allocation of about ` 2.83 lakh crore has been made for the year 202021 ."
24004,2020-21,"Its divided, interalia; a For Agriculture, Irrigation & allied activities  ` 1.60 lakh crore b For Rural development & Panchayati Raj  ` 1.23 lakh crore Wellness, Water and Sanitation Under Aspirational India, I shall now speak about Wellness, Water and Sanitation."
24005,2020-21,We have a holistic vision of healthcare that translates into wellness of the citizen.
24006,2020-21,"Mission Indradhanush has been expanded to cover 12 such diseases, including five new vaccines."
24007,2020-21,FIT India movement is a vital part of fight against Non communicable diseases coming out of life style issues .
24008,2020-21,A very focused safe water Jal Jeevan Mission and comprehensive sanitation program Swachch Bharat Mission have been launched to support the health vision.
24009,2020-21,That would reduce the disease burden on the poor.
24010,2020-21,"Presently, under PM Jan Arogya Yojana PMJAY ,there are more than 20,000 empanelled hospitals."
24011,2020-21,We need more in Tier2 and Tier3 cities for poorer people under this scheme.  
24012,2020-21,It is proposed to set up Viability Gap funding window for setting up hospitals in the PPP mode.
24013,2020-21,"In the first phase, those Aspirational Districts will be covered, where presently there are no Ayushman empanelled hospitals."
24014,2020-21,This would also provide large scale employment opportunities to youth.
24015,2020-21,Proceeds from taxes on medical devices would be used to support this vital health infrastructure 26 2.
24016,2020-21,"Using machine learning and AI, in the Ayushman Bharat scheme, health authorities and the medical fraternity can target disease with an appropriately designed Preventive regime."
24017,2020-21,I propose to strengthen these efforts realise our commitment to end Tuberculosis by 2025.
24018,2020-21,I propose to expand Jan Aushadhi Kendra Scheme to all districts offering 2000 medicines and 300 surgicals by 2024.
24019,2020-21,"I have provided for the health sector about `69,000 crores that is inclusive of ` 6400 crores for Prime Minister Jan Arogya Yojana PMJAY 29."
24020,2020-21,Our government is committed to ODF Plus in order to sustain ODF behaviour and to ensure that no one is left behind.
24021,2020-21,"Now, more needs to be done towards liquid and grey water management."
24022,2020-21,"Focus would also be on Solid waste collection, source segregation and processing."
24023,2020-21,"Total allocation for Swachh Bharat Mission is about `12,300 crore in 202021."
24024,2020-21,"Aiming to provide piped water supply to all households, Prime Minister announced from the Red Fort the Jal Jeevan Mission."
24025,2020-21,Our government has approved `3.60 lakh crore for this Mission.
24026,2020-21,"This scheme also places emphasis on augmenting local water sources, recharging existing sources and will promote water harvesting and desalination."
24027,2020-21,Cities with over a million population will be encouraged to meeting this objective during the current year itself.
24028,2020-21,"During the year 202021 the scheme would be provided budget of ` 11,500 crore."
24029,2020-21,Education and Skills 11 The third and the final item under Aspirational India is Education and Skills.
24030,2020-21,"By 2030, India is set to have the largest workingage population in the world."
24031,2020-21,Not only do they need literacy but they need both job and life skills.
24032,2020-21,"Dialogues have been held with State Education Ministries, Members of Parliament and other stakeholders about Education policy."
24033,2020-21,Over 2 lakh suggestions were also received.
24034,2020-21,The New Education Policy will be announced soon.
24035,2020-21,"It is felt that our education system needs greater inflow of finance to attract talented teachers, innovate and build better labs."
24036,2020-21,Therefore steps would be taken to enable sourcing External Commercial Borrowings and FDI so as to able to deliver higher quality education.
24037,2020-21,Students in the general stream visàvis services or technology stream need their employability improved.
24038,2020-21,About 150 higher educational institutions will start apprenticeship embedded degree/diploma courses by March 2021.
24039,2020-21,The government proposes to start a programme whereby urban local bodies across the country would provide internship opportunities to fresh engineers for a period up to one year.
24040,2020-21,"In order to provide quality education to students of deprived section of the society as well as those who do not have access to higher education, it is proposed to start degree level fullfledged online education programme."
24041,2020-21,This shall be offered only by institutions who are ranked within top 100 in the National Institutional Ranking framework.
24042,2020-21,"Initially, only a few such institutions would be asked to offer such programmes."
24043,2020-21,India should be a preferred destination for higher education.
24044,2020-21,"Hence, under its “Study in India” programme, IndSAT is proposed to be held in Asian and African countries."
24045,2020-21,It shall be used for benchmarking foreign candidates who receive scholarships for studying in Indian higher education centres.
24046,2020-21,"A National Police University and a National Forensic Science University are being proposed in the domain of policing science, forensic science, cyberforensics etc. 38."
24047,2020-21,"There is a shortage of qualified medical doctors, both general practitioners as well as specialists."
24048,2020-21,In order to meet this requirement; 38 1.
24049,2020-21,It is proposed to attach a medical college to an existing district hospital in PPP mode.
24050,2020-21,"Those states that fully allow the facilities of the hospital to the medical college and wish to provide land at a concession, would be able to receive Viability Gap Funding."
24051,2020-21,Details of the scheme would be worked out.
24052,2020-21,National Board of Examination imparts PG medical qualifications ;
24053,2020-21,Diploma and fellow of National Board DNB/FNB.
24054,2020-21,"The Government will, therefore encourage large hospitals with sufficient capacity to offer resident doctors DNB/FNB courses under the National Board of Examinations."
24055,2020-21,"There exists a huge demand for teachers, nurses, paramedical staff and caregivers abroad."
24056,2020-21,"However, their skill sets, many a time, do not match the employer’s standards and therefore need to be improved."
24057,2020-21,"I propose that special bridge courses be designed by the Ministries of Health, Skill Development together with professional bodies to bring in equivalence."
24058,2020-21,Language requirements of various countries need also to be included.
24059,2020-21,All these should be achieved through special training packages.
24060,2020-21,"Our Government proposes to provide about ` 99,300 crore for education sector in 202021 and about ` 3,000 crores for skill development."
24061,2020-21,"Economic DevelopmentIndustry, Commerce and Investment The guilds of SaraswatiSindhu civilization & the Harappan seals are remarkable."
24062,2020-21,They belong to 3300 BCE.
24063,2020-21,Words from the Indus Script hieroglyphs have been deciphered.
24064,2020-21,"Commerce and trade related words show how India for a millennia is continuing as rich in skills, metallurgy, trade etc."
24065,2020-21,Entrepreneurship has always been the strength of India.
24066,2020-21,"Even today, young men and women have given up greener pastures elsewhere to contribute to India’s growth."
24067,2020-21,They are risktaking and come up with disruptive solutions to festering challenges.
24068,2020-21,"Equally, established old industries are resetting themselves in a changing global and domestic situation."
24069,2020-21,"We recognise the knowledge, skills and risktaking capabilities of our youth."
24070,2020-21,He is no longer the job seeker.
24071,2020-21,He is creator of jobs.
24072,2020-21,Now we wish to create more opportunities and remove roadblocks from his path.
24073,2020-21,"I propose to set up an Investment Clearance Cell that will provide “end to end” facilitation and support, including preinvestment advisory, information related to land banks and facilitate clearances at Centre and State level."
24074,2020-21,It will work through a portal.
24075,2020-21,There is a case for maximising the benefits of three separately developing economic activities: 1 the upcoming economic corridors; 2 revitalisation of manufacturing activities; and 3 Technology and the demands of aspirational classes.
24076,2020-21,We have to benefit from their convergence.
24077,2020-21,"Hence, it is proposed to develop five new smart cities in collaboration with States in PPP mode."
24078,2020-21,Such sites would be chosen that offer the best choices in terms of aforementioned principles.
24079,2020-21,India needs to manufacture Networked products.
24080,2020-21,That will make it a part of global value chains.
24081,2020-21,This in turn gets more investment and generates more employment for our youth.
24082,2020-21,Electronics manufacturing industry is very competitive and India has shown its cost advantages.
24083,2020-21,The potential of this industry in job creation is immense.
24084,2020-21,India needs to boost domestic manufacturing and attract large investments in the electronics value chain.
24085,2020-21,"Here, I propose a scheme focussed on encouraging manufacture of mobile phones, electronic equipment and semiconductor packaging."
24086,2020-21,Details would be announced later.
24087,2020-21,"With suitable modifications, this scheme can be adapted for manufacture of medical devices too 43."
24088,2020-21,India imports significant quantity of technical textiles worth US$ 16 billion every year.
24089,2020-21,"To reverse this trend and to position India as a global 14 leader in Technical Textiles, a National Technical Textiles Mission is proposed with a fouryear implementation period from 202021 to 202324 at an estimated outlay of ` 1480 crore."
24090,2020-21,"From the Red Fort, our Prime Minister spoke about quality and standards when he spoke of “Zero DefectZero Effect” manufacturing."
24091,2020-21,"In September last year, I had called for a timebound adoption by industry of all necessary, mandatory technical standards and their effective enforcement."
24092,2020-21,"All Ministries, during the course of this year, would be issuing quality standard orders."
24093,2020-21,"To achieve higher export credit disbursement, a new scheme, NIRVIK is being launched, which provides for higher insurance coverage, reduction in premium for small exporters and simplified procedure for claim settlements."
24094,2020-21,"It is proposed to digitally refund to exporters, duties and taxes levied at the Central, State and local levels, such as electricity duties and VAT on fuel used for transportation, which are not getting exempted or refunded under any other existing mechanism."
24095,2020-21,This Scheme for Reversion of duties and taxes on exported products will be launched this year.
24096,2020-21,It is the vision of the Prime Minister that each District should develop as an export hub.
24097,2020-21,Efforts of the Centre and State governments are being synergised and institutional mechanisms are being created.
24098,2020-21,"Government eMarketplace GeM is moving ahead for creating a Unified Procurement System in the country for providing a single platform for procurement of goods, services and works."
24099,2020-21,"It offers a great opportunity for Medium, Small and micro EnterprisesMSMEs."
24100,2020-21,Its proposed to take its turnover to ` 3lakh crores.
24101,2020-21,"I propose to provide about ` 27,300 crore for development and promotion of Industry and Commerce for the year 202021."
24102,2020-21,"Under the theme “Economic Development”, the second focus is on Infrastructure.   "
24103,2020-21,"Hon’ble Speaker, Sir, in his Independence Day speech 2019, Prime Minister had highlighted that ` 100 lakh crore would be invested on infrastructure over the next 5 years."
24104,2020-21,"As a follow up measure, I had launched the National Infrastructure Pipeline on 31st December 2019 of ` 103 lakh crore."
24105,2020-21,It consists of more than 6500 projects across sectors and are classified as per their size and stage of development.
24106,2020-21,"These new projects will include housing, safe drinking water, access to clean and affordable energy, healthcare for all, worldclass educational institutes, modern railway stations, airports, bus terminals, metro and railway transportation, logistics and warehousing, irrigation projects, etc."
24107,2020-21,The National Infrastructure Pipeline envisions improving the ease of living for each individual citizen in the country.
24108,2020-21,"It’s also will bring in generic and sectoral reforms in development, operation and maintenance of these infrastructure projects."
24109,2020-21,"A huge employment opportunity exists for India’s youth in construction, operation and maintenance of infrastructure."
24110,2020-21,National Skill Development Agency will give special thrust to infrastructurefocused skill development opportunities.
24111,2020-21,I propose to set up a project preparation facility for infrastructure projects.
24112,2020-21,"This programme would actively involve young engineers, management graduates and economists from our Universities."
24113,2020-21,It is also proposed to direct all infrastructure agencies of the government to involve youthpower in startups.
24114,2020-21,They will help in rolling out value added services in quality public infrastructure for citizens.
24115,2020-21,A National Logistics Policy will be released soon.
24116,2020-21,"Inter alia; it will clarify the roles of the Union Government, State Governments and key regulators."
24117,2020-21,"It will create a single window elogistics market and focus on generation of employment, skills and making MSMEs competitive."
24118,2020-21,Accelerated development of highways will be undertaken.
24119,2020-21,"This will include development of 2500 Km access control highways, 9000 Km of economic corridors, 2000 Km of coastal and land port roads and 2000 Km of strategic highways."
24120,2020-21,ChennaiBengaluru Expressway would also be started.
24121,2020-21,FASTag mechanism encourages us towards greater commercialisation of our highways so that NHAI can raise more resources.
24122,2020-21,I propose to monetise at least twelve lots of highway bundles of over 6000 Km before 2024.
24123,2020-21,"In carrying out its duty, the Indian Railways performs a service to the nation."
24124,2020-21,This will call for optimisation of costs.
24125,2020-21,Railways has small operating surplus.
24126,2020-21,"About Indian Railways, there are five measures, among others, that I wish to highlight:"
24127,2020-21,A proposal is under consideration.
24128,2020-21,The process of inviting private participation is underway.
24129,2020-21,More Tejas type trains will connect iconic tourist destinations.
24130,2020-21,Central Government would provide 20% of equity and facilitate external assistance up to 60% of the project cost.
24131,2020-21,Our seaports need to be more efficient.
24132,2020-21,Technology has to used to improve performance.
24133,2020-21,A governance framework keeping with global benchmarks needs to be put in place.
24134,2020-21,This government would consider corporatizing at least one major port and subsequently its listing on the stock exchanges.
24135,2020-21,Inland Waterways received a boost in the last five years.
24136,2020-21,The Jal Vikas Marg on National Waterway1 will be completed.
24137,2020-21,"Further, the 890 Km DhubriSadiya connectivity will be done by 2022."
24138,2020-21,Developing waterways has its impact on the ecosystem on both the banks of the river.
24139,2020-21,Our Prime Minister has conceptualised “Arth Ganga”.
24140,2020-21,Plans are afoot to energise economic activity along river banks.
24141,2020-21,Air traffic has been growing rapidly in the country as compared to global average.
24142,2020-21,One hundred more airports would be developed by 2024 to support Udaan scheme.
24143,2020-21,It is expected that the air fleet number shall go up from the present 600 to 1200 during this time.
24144,2020-21,I propose to provide about ` 1.70 lakh crore for transport Infrastructure in 202021.
24145,2020-21,Taking electricity to every household has been a major achievement.
24146,2020-21,"However, the distribution sector, particularly the DISCOMS are under financial stress."
24147,2020-21,The Ministry intends to promote “smart” metering.
24148,2020-21,I urge all the States and Union Territories to replace conventional energy meters by prepaid smart meters in the next 3 years.
24149,2020-21,"Also, this would give consumers the freedom to choose the supplier and rate as per their requirements."
24150,2020-21,Further measure to reform DISCOMs would be taken.
24151,2020-21,"I propose to provide about ` 22,000 crore to power and renewable energy sector in 202021 59."
24152,2020-21,"In the upstream sector of oil and gas, the Open Acreage Licensing Policy OALP is a success having awarded 1,37,000 sq km for exploration to private sector and to the CPSEs."
24153,2020-21,City gas distribution rights are also awarded.
24154,2020-21,"Further, it is proposed to expand the national gas grid from the present 16200 km to 27000 km, and 60 2."
24155,2020-21,"To deepen gas markets in India, further reforms will be undertaken to facilitate transparent price discovery and ease of transactions."
24156,2020-21,The new economy is based on innovations that disrupt established business models.
24157,2020-21,"Artificial intelligence, InternetofThings IoT, 3D printing, drones, DNA data storage, quantum computing, etc., are rewriting the world economic order."
24158,2020-21,India has already embraced new paradigms such as the sharing economy with aggregator platforms displacing conventional businesses.
24159,2020-21,Government has harnessed new technologies to enable direct benefit transfers and financial inclusion on a scale never imagined before.
24160,2020-21,"It is now a cliché – “data is the new oil” and it is true that Analytics, Fintech and Internet of Things IOT are changing the way we deal with our lives."
24161,2020-21,"To take advantage of this, I propose: 62 1."
24162,2020-21,To bring out soon a policy to enable private sector to build Data Centre parks throughout the country.
24163,2020-21,It will enable our firms to skilfully incorporate data in every step of their value chains.
24164,2020-21,"Our vision is that all “public institutions” at Gram Panchayat level such as Anganwadis, health and wellness centres, government schools, PDS outlets, post offices and police stations will be provided with digital connectivity."
24165,2020-21,"So, Fibre to the Home FTTH connections through Bharatnet will link 100,000 gram panchayats this year."
24166,2020-21,It is proposed to provide ` 6000 crore to Bharatnet programme in 202021.
24167,2020-21,We need to expand the base for knowledgedriven enterprises.
24168,2020-21,Intellectual property creation and protection will play an important role.
24169,2020-21,"Several measures are proposed in this regard, which will benefit the Start ups.  "
24170,2020-21,"A digital platform would be promoted that would facilitate seamless application and capture of IPRs  Also, in an Institute of Excellence, a Centre would be established that would work on the complexity and innovation in the field of Intellectual Property."
24171,2020-21,Knowledge Translation Clusters would be set up across different technology sectors including new and emerging areas.
24172,2020-21,"For designing, fabrication and validation of proof of concept, and further scaling up Technology Clusters, harbouring such test beds and small scale manufacturing facilities would be established."
24173,2020-21,"Mapping of India’s genetic landscape is critical for next generation medicine, agriculture and for biodiversity management."
24174,2020-21,"To support this development, we will initiate two new national level Science Schemes, to create a comprehensive database."
24175,2020-21,"The government proposes to provide early life funding, including a seed fund to support ideation and development of early stage Startups."
24176,2020-21,"Quantum technology is opening up new frontiers in computing, communications, cyber security with widespread applications."
